City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Sarmiento,-45.5882,-69.07,38.82,77,100,1.5,AR,2024-05-11 01:56:34
293,Chumphon,10.3333,98.8333,81.95,79,97,3.29,TH,2024-05-11 02:00:16
294,Corfu,39.62,19.9197,64.18,82,75,2.3,GR,2024-05-11 02:00:17
295,Inhambane,-23.865,35.3833,71.35,89,0,7.83,MZ,2024-05-11 02:00:17
296,Bardsir,29.9227,56.5743,57.92,36,0,4.29,IR,2024-05-11 02:00:17
297,Cotonou,6.3654,2.4183,85.98,74,40,9.22,BJ,2024-05-11 02:00:17
298,Nagqu,31.5,92.0,34.92,12,50,7.45,CN,2024-05-11 02:00:17
299,Saldanha,-33.0117,17.9442,50.05,77,66,4.47,ZA,2024-05-11 02:00:17
300,Isafjordur,66.0755,-23.124,36.99,95,100,7.14,IS,2024-05-11 02:00:18
301,Naval,11.5606,124.3975,87.08,63,100,6.04,PH,2024-05-11 02:00:18
302,Cabinda,-5.55,12.2,80.74,100,75,3.44,AO,2024-05-11 02:00:18
303,Hilo,19.7297,-155.09,79.29,89,100,12.66,US,2024-05-11 02:00:18
304,Ar Ruways,24.1103,52.7306,79.02,62,6,11.12,AE,2024-05-11 02:00:18
305,Laguna,38.421,-121.4238,89.78,19,0,10.36,US,2024-05-11 02:00:18
306,Kill Devil Hills,36.0307,-75.676,62.6,93,100,19.57,US,2024-05-11 02:00:19
307,Mar Del Plata,-38.0023,-57.5575,53.87,83,0,4.61,AR,2024-05-11 01:57:29
308,Luanda,-8.8368,13.2343,80.6,83,100,4.61,AO,2024-05-11 01:57:38
309,Port Alfred,-33.5906,26.891,62.42,75,45,22.41,ZA,2024-05-11 02:00:19
310,Lexington,37.9887,-84.4777,58.32,65,35,5.3,US,2024-05-11 01:56:36
311,Sakaiminato,35.55,133.2333,78.73,50,20,1.14,JP,2024-05-11 02:00:19
312,Lionel Town,17.8101,-77.2406,85.89,83,62,4.61,JM,2024-05-11 02:00:19
313,Poplar Bluff,36.757,-90.3929,67.73,77,78,3.2,US,2024-05-11 02:00:19
314,Fort Bragg,35.139,-79.006,69.94,56,20,9.22,US,2024-05-11 02:00:20
315,Port Lincoln,-34.7333,135.8667,62.17,66,63,5.32,AU,2024-05-11 02:00:20
316,Altos,-5.0381,-42.46,76.35,83,16,1.12,BR,2024-05-11 02:00:20
317,Vila Franca Do Campo,37.7167,-25.4333,64.89,99,99,4.83,PT,2024-05-11 02:00:20
318,Turgen,43.4006,77.5933,57.33,77,100,6.38,KZ,2024-05-11 02:00:20
319,Inari,68.906,27.0288,35.8,81,28,10.56,FI,2024-05-11 02:00:20
320,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.86,85,46,0.63,BR,2024-05-11 02:00:21
321,Giyani,-23.3025,30.7187,60.94,36,0,5.14,ZA,2024-05-11 02:00:21
322,Bubaque,11.2833,-15.8333,79.75,79,65,8.03,GW,2024-05-11 02:00:21
323,Metkovic,43.0542,17.6483,57.67,77,0,5.03,HR,2024-05-11 02:00:21
324,Aldan,58.6031,125.3894,36.9,74,100,4.92,RU,2024-05-11 02:00:21
325,Baoro,5.6667,15.9667,72.0,73,96,2.08,CF,2024-05-11 02:00:21
326,Demre,36.2537,29.9777,58.53,80,86,4.12,TR,2024-05-11 02:00:22
327,Kakrala,27.9,79.2,88.39,36,2,5.73,IN,2024-05-11 02:00:22
328,Murwara,23.85,80.4,89.76,28,97,6.6,IN,2024-05-11 02:00:22
329,Laojunmiao,39.8333,97.7333,61.38,24,0,6.42,CN,2024-05-11 02:00:23
330,Kerman,30.2832,57.0788,53.46,43,0,0.0,IR,2024-05-11 02:00:23
331,Santana,-0.0583,-51.1817,82.58,83,0,3.44,BR,2024-05-11 01:57:14
332,Laur,15.5,121.15,89.28,55,62,3.11,PH,2024-05-11 02:00:23
333,Lompoc,34.6391,-120.4579,66.34,87,100,9.22,US,2024-05-11 02:00:23
334,Birao,10.2849,22.7882,77.23,19,91,2.71,CF,2024-05-11 02:00:24
335,Malvan,16.0667,73.4667,82.63,75,17,7.61,IN,2024-05-11 02:00:24
336,Novodvinsk,64.4165,40.8122,31.78,83,99,8.28,RU,2024-05-11 02:00:24
337,Airuk,7.2772,168.8203,83.48,72,99,5.53,MH,2024-05-11 02:00:24
338,Faridkot,30.6667,74.75,88.77,33,63,4.94,IN,2024-05-11 02:00:25
339,Nouadhibou,20.931,-17.0347,66.18,88,56,14.97,MR,2024-05-11 02:00:25
340,Usinsk,65.9939,57.5281,30.07,97,25,3.0,RU,2024-05-11 02:00:25
341,Labrador City,52.9463,-66.9114,40.91,48,20,3.44,CA,2024-05-11 02:00:26
342,Margate,51.3813,1.3862,54.9,93,100,3.0,GB,2024-05-11 02:00:26
343,Kingston,17.997,-76.7936,85.15,79,75,12.66,JM,2024-05-11 01:55:47
344,Vite,17.2833,74.55,84.18,50,4,3.67,IN,2024-05-11 02:00:26
345,Ola,59.5833,151.2833,38.14,78,43,3.47,RU,2024-05-11 02:00:27
346,Mweka,-4.85,21.5667,71.73,91,100,0.94,CD,2024-05-11 02:00:27
347,Edson,53.5835,-116.4356,73.54,16,0,17.27,CA,2024-05-11 02:00:27
348,Corcoran,36.098,-119.5604,88.61,22,2,7.0,US,2024-05-11 02:00:08
349,Hirara,24.8,125.2833,82.26,69,75,10.36,JP,2024-05-11 02:00:28
350,Yashkul',46.1711,45.3435,50.59,72,0,6.82,RU,2024-05-11 02:00:28
351,Aykhal,66.0,111.5,18.23,61,43,2.55,RU,2024-05-11 02:00:28
352,Madingou,-4.1536,13.55,75.04,97,99,2.8,CG,2024-05-11 01:56:59
353,Santa Ana De Yacuma,-13.75,-65.4333,78.57,78,49,4.63,BO,2024-05-11 02:00:29
354,Ippy,6.2679,21.2247,76.01,60,87,2.57,CF,2024-05-11 02:00:29
355,Franceville,-1.6333,13.5836,74.77,92,81,1.3,GA,2024-05-11 02:00:29
356,Arraial Do Cabo,-22.9661,-42.0278,74.46,87,37,8.3,BR,2024-05-11 02:00:29
357,Sault Ste. Marie,46.5168,-84.3333,53.89,65,0,5.75,CA,2024-05-11 01:57:46
358,Makanya,-4.3667,37.8333,66.13,95,58,3.36,TZ,2024-05-11 02:00:30
359,Waldsassen,50.005,12.3028,45.75,89,78,1.77,DE,2024-05-11 02:00:30
360,Portland,45.5234,-122.6762,89.64,29,20,8.05,US,2024-05-11 01:57:23
361,Miguel Esteban,39.5193,-3.1035,59.02,46,100,17.78,ES,2024-05-11 02:00:30
362,Imzouren,35.1463,-3.8497,63.68,77,0,8.05,MA,2024-05-11 02:00:30
363,Pacific Grove,36.6177,-121.9166,66.31,73,0,7.0,US,2024-05-11 02:00:05
364,San Patricio,28.017,-97.5169,83.12,85,45,10.65,US,2024-05-11 02:00:31
365,Newman,37.3138,-121.0208,87.26,33,0,4.0,US,2024-05-11 02:00:31
366,Vorkuta,67.5,64.0,17.11,92,93,5.01,RU,2024-05-11 02:00:31
367,Isangel,-19.55,169.2667,78.91,65,40,9.22,VU,2024-05-11 02:00:32
368,Midvagur,62.0511,-7.1939,49.03,100,100,9.22,FO,2024-05-11 02:00:32
369,Qom,34.6401,50.8764,66.36,32,0,1.07,IR,2024-05-11 02:00:33
370,Alaghsas,17.0187,8.0168,89.33,15,16,13.22,NE,2024-05-11 02:00:33
371,Sanctuary Point,-35.1114,150.629,60.33,95,100,10.92,AU,2024-05-11 02:00:33
372,Ulanhot,46.0833,122.0833,50.2,57,100,22.48,CN,2024-05-11 02:00:33
373,Colares,38.7992,-9.4469,61.99,82,0,11.01,PT,2024-05-11 02:00:34
374,San Luis,-33.295,-66.3356,46.81,61,72,11.39,AR,2024-05-11 02:00:34
375,Puerto San Jose,13.9256,-90.8244,84.83,70,100,4.74,GT,2024-05-11 02:00:34
376,Happy Valley-Goose Bay,53.3168,-60.3315,41.31,60,20,9.22,CA,2024-05-11 01:59:13
377,Mufulira,-12.5498,28.2407,62.2,73,60,3.83,ZM,2024-05-11 02:00:34
378,San Andres,12.5847,-81.7006,86.02,79,20,10.36,CO,2024-05-11 02:00:35
379,Quevedo,-1.0333,-79.45,76.57,96,98,2.04,EC,2024-05-11 01:57:41
380,Kruisfontein,-34.0033,24.7314,60.89,76,100,18.37,ZA,2024-05-11 02:00:35
381,Moncao,42.0789,-8.4808,63.5,94,21,2.13,PT,2024-05-11 02:00:35
382,Jayapura,-2.5333,140.7,83.59,69,92,5.28,ID,2024-05-11 02:00:09
383,Alo,7.4178,6.7371,77.41,92,100,3.49,NG,2024-05-11 02:00:35
384,Genhe,50.7833,121.5167,53.58,27,100,17.43,CN,2024-05-11 02:00:35
385,Broome,42.2506,-75.833,50.7,95,100,0.0,US,2024-05-11 02:00:35
386,Namibe,-15.1961,12.1522,70.7,83,0,4.81,AO,2024-05-11 02:00:36
387,Nadym,65.5333,72.5167,28.96,85,5,6.98,RU,2024-05-11 02:00:36
388,Mont-Dore,-22.2833,166.5833,80.58,99,82,12.64,NC,2024-05-11 02:00:36
389,Baro,8.6,6.4167,78.49,79,100,1.81,NG,2024-05-11 02:00:36
390,Betio Village,1.358,172.9211,89.64,76,29,11.01,KI,2024-05-11 02:00:36
391,Duki,30.1541,68.5728,78.31,33,32,0.89,PK,2024-05-11 02:00:36
392,Fortuna,40.5982,-124.1573,72.52,60,0,5.75,US,2024-05-11 01:59:45
393,Hithadhoo,-0.6,73.0833,84.83,76,99,10.74,MV,2024-05-11 02:00:36
394,Kenora,49.8167,-94.4337,56.37,50,40,8.05,CA,2024-05-11 02:00:36
395,Lawas,13.764,121.0566,89.94,56,60,14.34,PH,2024-05-11 02:00:36
396,Zouerate,22.7187,-12.4521,79.7,17,83,7.43,MR,2024-05-11 02:00:37
397,Vadso,70.0744,29.7487,34.68,80,100,10.36,NO,2024-05-11 02:00:37
398,Al Lagowa,11.4,29.1333,86.16,41,98,1.66,SD,2024-05-11 02:00:37
399,Smithers,54.7804,-127.1743,53.92,66,75,10.36,CA,2024-05-11 02:00:37
400,Launceston,-41.45,147.1667,61.16,77,40,8.05,AU,2024-05-11 02:00:37
401,Brookings,44.3114,-96.7984,62.6,50,0,10.36,US,2024-05-11 02:00:25
402,Sinabang,2.4803,96.3801,76.86,94,100,2.06,ID,2024-05-11 02:00:37
403,Ostersund,63.1792,14.6357,35.62,80,98,1.01,SE,2024-05-11 02:00:37
404,Revelstoke,50.9832,-118.2023,78.82,24,0,4.61,CA,2024-05-11 02:00:38
405,Rakvere,59.3464,26.3558,38.84,68,27,13.65,EE,2024-05-11 02:00:38
406,Villa Gesell,-37.2639,-56.973,49.05,61,100,6.64,AR,2024-05-11 02:00:08
407,Terrace,54.5163,-128.6035,63.21,76,75,4.61,CA,2024-05-11 02:00:38
408,Nsanje,-16.92,35.262,65.5,93,0,1.57,MW,2024-05-11 02:00:38
409,Hasaki,35.7333,140.8333,77.29,66,98,21.16,JP,2024-05-11 02:00:38
410,Kristiansund,63.1115,7.732,47.05,76,100,4.61,NO,2024-05-11 02:00:38
411,Mukalla,14.5425,49.1242,82.74,81,81,3.85,YE,2024-05-11 02:00:38
412,Sokhumi,43.0033,41.0153,61.88,56,100,5.44,GE,2024-05-11 01:58:34
413,Acarau,-2.8856,-40.12,78.58,87,60,7.81,BR,2024-05-11 01:59:02
414,Isfana,39.8386,69.5306,46.96,97,100,5.12,KG,2024-05-11 02:00:38
415,Bay Roberts,47.5999,-53.2648,35.33,96,100,8.99,CA,2024-05-11 02:00:39
416,Itoman,26.1247,127.6694,83.17,71,75,13.8,JP,2024-05-11 02:00:39
417,Sinop,41.7711,34.8709,48.99,92,100,3.67,TR,2024-05-11 02:00:39
418,Hobyo,5.3505,48.5268,83.05,82,96,12.62,SO,2024-05-11 02:00:39
419,Ndjole,-0.1783,10.7649,77.38,99,100,2.13,GA,2024-05-11 02:00:39
420,Darwin,-12.4611,130.8418,87.89,54,20,18.41,AU,2024-05-11 02:00:39
421,Marsh Harbour,26.5412,-77.0636,79.47,78,55,10.51,BS,2024-05-11 02:00:04
422,Puerto Aysen,-45.4,-72.7,26.37,98,31,2.04,CL,2024-05-11 01:59:33
423,Caucete,-31.6518,-68.2811,53.58,40,100,7.99,AR,2024-05-11 02:00:39
424,Nebbi,2.4783,31.0889,67.55,88,59,5.03,UG,2024-05-11 02:00:39
425,Barra De Santo Antonio,-9.4047,-35.5072,79.88,83,15,1.5,BR,2024-05-11 02:00:40
426,Howrah,22.5892,88.3103,82.4,94,40,5.75,IN,2024-05-11 02:00:40
427,Kolokani,13.5728,-8.0339,93.13,26,79,7.14,ML,2024-05-11 02:00:40
428,Mokhsogollokh,61.4681,128.9203,36.23,45,90,3.11,RU,2024-05-11 02:00:40
429,Saint-Joseph,-21.3667,55.6167,66.58,72,21,12.08,RE,2024-05-11 02:00:40
430,Tromso,69.6496,18.957,39.22,70,40,10.36,NO,2024-05-11 02:00:40
431,Kodinsk,58.6881,99.1844,57.33,42,33,6.44,RU,2024-05-11 02:00:40
432,Quelimane,-17.8786,36.8883,73.35,88,0,3.85,MZ,2024-05-11 02:00:40
433,Arkhangel'Sk,64.5401,40.5433,32.13,100,100,8.95,RU,2024-05-11 02:00:40
434,Kalabo,-14.97,22.6814,59.36,54,0,3.65,ZM,2024-05-11 02:00:40
435,Ciudad Lazaro Cardenas,17.9583,-102.2,75.25,73,66,3.74,MX,2024-05-11 02:00:41
436,Leava,-14.3,-178.1667,81.59,66,67,18.84,WF,2024-05-11 02:00:41
437,Illizi,26.4833,8.4667,66.0,18,1,5.48,DZ,2024-05-11 02:00:41
438,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.0,99,83,2.89,BR,2024-05-11 02:00:41
439,Broken Hill,-31.95,141.4333,62.2,58,12,15.57,AU,2024-05-11 01:58:02
440,Malvik,63.4333,10.6833,43.5,76,100,5.75,NO,2024-05-11 02:00:41
441,Cockburn Town,21.4612,-71.1419,79.02,83,0,15.68,TC,2024-05-11 01:58:59
442,Quellon,-43.1167,-73.6167,43.7,80,6,3.27,CL,2024-05-11 01:56:57
443,Iskateley,67.6803,53.1512,19.02,91,38,5.99,RU,2024-05-11 02:00:41
444,San Carlos Del Zulia,9.0,-71.9135,81.05,81,84,2.91,VE,2024-05-11 02:00:41
445,Rio Grande,-32.035,-52.0986,62.76,91,100,7.81,BR,2024-05-11 01:58:02
446,Mtinko,-4.55,34.85,57.76,96,36,6.11,TZ,2024-05-11 02:00:42
447,Kapatagan,7.9003,123.7692,92.43,54,33,4.25,PH,2024-05-11 02:00:42
448,Obock,12.25,43.0833,75.6,83,26,7.23,DJ,2024-05-11 02:00:42
449,Kavaratti,10.5669,72.642,85.77,69,79,8.61,IN,2024-05-11 02:00:42
450,Karratha,-20.7377,116.8463,82.96,25,91,19.42,AU,2024-05-11 02:00:42
451,Aleksandrovskoye,44.7142,43.0008,44.67,95,63,6.15,RU,2024-05-11 02:00:42
452,Urangan,-25.3,152.9,77.2,75,0,8.01,AU,2024-05-11 02:00:42
453,Bakanas,44.8081,76.2772,64.4,56,100,20.15,KZ,2024-05-11 02:00:42
454,Mulanje,-16.0316,35.5,64.33,73,0,3.67,MW,2024-05-11 02:00:42
455,Berdigestyakh,62.0989,126.6992,38.14,44,100,4.07,RU,2024-05-11 02:00:42
456,Beya,53.0533,90.9139,69.66,39,100,4.63,RU,2024-05-11 02:00:42
457,Punto Fijo,11.6956,-70.1996,81.86,80,100,22.64,VE,2024-05-11 02:00:42
458,Puerto Bolivar,-3.2667,-79.9833,76.23,89,94,0.6,EC,2024-05-11 02:00:43
459,Antsiranana,-12.2787,49.2917,78.17,65,81,13.04,MG,2024-05-11 02:00:43
460,Imbituba,-28.24,-48.6703,72.86,95,100,3.38,BR,2024-05-11 01:56:39
461,Nuevitas,21.5453,-77.2644,78.6,80,100,8.55,CU,2024-05-11 02:00:43
462,Salinas,36.6777,-121.6555,72.41,64,0,10.36,US,2024-05-11 02:00:43
463,Godfrey,38.9556,-90.1868,64.81,67,0,4.61,US,2024-05-11 02:00:43
464,Auki,-8.7676,160.7034,82.96,81,93,3.94,SB,2024-05-11 02:00:43
465,Kulhudhuffushi,6.6221,73.07,84.43,73,100,1.41,MV,2024-05-11 02:00:43
466,Ancud,-41.8697,-73.8203,43.39,90,72,6.89,CL,2024-05-11 01:57:53
467,Boende,-0.2167,20.8667,71.56,96,58,1.9,CD,2024-05-11 02:00:43
468,Puerto Santa,-8.9906,-78.6456,65.52,91,66,7.9,PE,2024-05-11 02:00:44
469,Baukau,51.5526,7.2042,58.48,85,94,5.68,DE,2024-05-11 02:00:44
470,Medyn',54.9692,35.8586,39.92,93,100,9.28,RU,2024-05-11 02:00:44
471,San Luis De La Loma,17.2706,-100.8939,77.5,73,92,2.66,MX,2024-05-11 02:00:44
472,Tan-Tan,28.438,-11.1032,61.66,97,62,10.31,MA,2024-05-11 02:00:44
473,La Ronge,55.1001,-105.2842,75.45,22,75,10.36,CA,2024-05-11 02:00:44
474,Danielskuil,-28.1887,23.5395,57.49,41,0,4.16,ZA,2024-05-11 02:00:44
475,Kavieng,-2.5744,150.7967,85.01,70,96,2.95,PG,2024-05-11 02:00:44
476,Pudasjarvi,65.3833,26.9167,33.15,87,97,11.3,FI,2024-05-11 02:00:44
477,Qingyuan,23.7,113.0333,82.38,83,99,3.65,CN,2024-05-11 02:00:44
478,Fomboni,-12.28,43.7425,81.0,71,100,6.85,KM,2024-05-11 02:00:45
479,Mount Isa,-20.7333,139.5,78.57,57,0,11.5,AU,2024-05-11 02:00:45
480,Colonia Menno,-22.3667,-59.8167,73.2,62,77,8.08,PY,2024-05-11 02:00:45
481,Mandal,25.45,74.5667,88.09,36,2,12.95,IN,2024-05-11 02:00:45
482,Pesqueira,-8.3578,-36.6964,64.27,98,24,3.89,BR,2024-05-11 02:00:45
483,Ovalle,-30.5983,-71.2003,54.18,75,100,1.39,CL,2024-05-11 02:00:07
484,Torbat-E Heydariyeh,35.274,59.2195,55.0,61,0,3.2,IR,2024-05-11 02:00:45
485,Yuzhno-Kurilsk,44.0306,145.8556,46.38,76,92,8.72,RU,2024-05-11 02:00:45
486,Teguise,29.0605,-13.564,64.62,77,0,12.66,ES,2024-05-11 01:58:15
487,Lubang,13.8584,120.124,84.85,72,30,18.9,PH,2024-05-11 02:00:45
488,Santo Antonio Do Ica,-3.1022,-67.9397,73.94,98,12,3.74,BR,2024-05-11 02:00:45
489,Lerwick,60.1545,-1.1494,46.4,83,78,7.38,GB,2024-05-11 02:00:46
490,Galveston,29.3669,-94.9669,82.96,72,98,10.45,US,2024-05-11 02:00:23
491,Les Ponts-De-Ce,47.4231,-0.5248,60.04,80,7,7.07,FR,2024-05-11 02:00:46
492,Khonsa,27.0167,95.5667,75.72,68,54,2.91,IN,2024-05-11 02:00:46
493,Birobidzhan,48.8,132.95,47.82,61,100,14.81,RU,2024-05-11 02:00:46
494,Wuwei,37.9281,102.6414,65.53,27,0,1.66,CN,2024-05-11 02:00:46
495,Sairang,23.8,92.6667,70.39,94,75,3.44,IN,2024-05-11 02:00:46
496,Whakatane,-37.9585,176.9854,60.89,63,36,5.99,NZ,2024-05-11 02:00:47
497,Ambodifotatra,-16.9833,49.85,78.37,72,11,15.68,MG,2024-05-11 02:00:47
498,Kapa'A,22.0752,-159.319,77.18,73,98,4.0,US,2024-05-11 02:00:47
499,Dellys,36.9172,3.9131,60.21,76,2,6.89,DZ,2024-05-11 02:00:47
500,Caleta De Carquin,-11.0925,-77.6267,66.56,88,33,10.96,PE,2024-05-11 02:00:47
501,Dalbandin,28.8947,64.4101,77.54,16,0,7.94,PK,2024-05-11 02:00:47
502,Revda,56.801,59.9303,37.45,66,65,16.89,RU,2024-05-11 02:00:47
503,N'Zeto,-7.2312,12.8666,77.86,93,79,6.73,AO,2024-05-11 02:00:47
504,Kerikeri,-35.2268,173.9474,62.6,43,6,5.37,NZ,2024-05-11 02:00:48
505,Egilsstadir,65.2653,-14.3948,40.91,93,75,5.75,IS,2024-05-11 02:00:48
506,Praia Da Vitoria,38.7333,-27.0667,62.76,94,0,6.89,PT,2024-05-11 02:00:48
507,Fort Mcmurray,56.7268,-111.381,81.99,18,40,19.57,CA,2024-05-11 02:00:14
508,Carnarvon,-24.8667,113.6333,79.79,42,0,12.19,AU,2024-05-11 02:00:48
509,Dhuusamarreeb,5.535,46.3861,83.35,65,73,6.31,SO,2024-05-11 02:00:48
510,Peranampattu,12.9333,78.7167,81.54,69,94,0.92,IN,2024-05-11 02:00:48
511,Ta`U,-14.2336,-169.5144,81.55,81,100,10.67,AS,2024-05-11 02:00:48
512,Kuala Belait,4.5833,114.1833,78.96,76,0,2.21,BN,2024-05-11 02:00:11
513,Bourgoin-Jallieu,45.5833,5.2833,60.85,83,15,3.69,FR,2024-05-11 02:00:48
514,Alindao,5.0267,21.2088,74.86,79,70,4.47,CF,2024-05-11 02:00:49
515,Ma'Rib,15.4591,45.3253,77.81,53,85,4.0,YE,2024-05-11 02:00:49
516,Penzance,50.1186,-5.5371,54.75,85,60,11.7,GB,2024-05-11 02:00:49
517,Misratah,32.3754,15.0925,64.18,79,0,9.62,LY,2024-05-11 02:00:49
518,Ceeldheer,3.8488,47.1806,80.92,83,42,8.05,SO,2024-05-11 02:00:49
519,Fauske,67.2588,15.3918,39.24,84,95,5.46,NO,2024-05-11 02:00:49
520,Tobruk,32.0836,23.9764,63.57,84,0,16.04,LY,2024-05-11 02:00:49
521,Bangassou,4.7413,22.8184,72.12,84,76,2.46,CF,2024-05-11 02:00:49
522,Chynadiyovo,48.4818,22.8217,49.26,80,42,6.67,UA,2024-05-11 02:00:49
523,Oamaru,-45.0784,170.9801,47.73,55,0,3.15,NZ,2024-05-11 02:00:49
524,Matoury,4.8483,-52.3317,78.76,94,75,6.91,GF,2024-05-11 02:00:49
525,Mundri,-6.9558,111.71,84.29,74,14,8.84,ID,2024-05-11 02:00:49
526,Marsabit,2.3284,37.9899,67.64,65,45,18.95,KE,2024-05-11 02:00:50
527,Nyrob,60.733,56.7202,28.92,90,79,4.18,RU,2024-05-11 02:00:50
528,Dilling,12.05,29.65,84.15,42,28,5.1,SD,2024-05-11 02:00:50
529,Bikenibeu Village,1.3673,173.1241,89.56,74,20,9.22,KI,2024-05-11 02:00:50
530,Morant Bay,17.8815,-76.4093,85.62,87,67,5.82,JM,2024-05-11 02:00:50
531,Ingeniero Jacobacci,-41.3427,-69.5448,34.95,62,10,4.76,AR,2024-05-11 02:00:50
532,Harper,4.375,-7.7169,78.46,91,100,1.77,LR,2024-05-11 02:00:50
533,Panjab,34.388,67.0233,43.7,65,0,5.46,AF,2024-05-11 02:00:50
534,Mbandaka,0.0487,18.2603,72.73,88,91,2.84,CD,2024-05-11 02:00:50
535,Touros,-5.1989,-35.4608,76.82,82,33,8.68,BR,2024-05-11 02:00:29
536,Haffouz,35.6324,9.6762,60.03,69,2,1.81,TN,2024-05-11 02:00:50
537,Pokrovsk,48.282,37.1758,43.79,51,0,7.49,UA,2024-05-11 01:59:40
538,Wuxue,29.8506,115.5525,77.13,82,100,3.74,CN,2024-05-11 02:00:51
539,Agdam,39.991,46.9274,53.85,89,4,2.57,AZ,2024-05-11 01:55:58
540,Taroa,8.7058,171.2275,78.35,93,100,17.22,MH,2024-05-11 02:00:51
541,Heihe,50.2441,127.4902,51.46,74,100,20.11,CN,2024-05-11 02:00:51
542,Shitanjing,39.2342,106.3439,64.44,18,0,9.64,CN,2024-05-11 02:00:51
